nr,x1_izolat_g,x2_pasta_g,x3_syrop_g,x4_quinoa_g,koszt_PLN,bialko_g,tluszcz_g,spelnia_ograniczenia
7577,33.6679,23.8986,20.4142,22.0193,921.5557,39.3585,13.2705,1
7578,33.3207,38.6348,17.3662,10.6782,933.728,41.1423,19.9581,1
7579,37.1473,26.2387,29.2814,7.3325,939.6166,41.0188,13.5593,1
7580,29.919,19.586,28.0233,22.4717,849.7102,34.9696,11.1413,1
7581,31.2341,38.3931,22.3627,8.0101,892.5347,38.8304,19.6771,1
7582,36.319,20.517,33.6024,9.5616,913.4392,39.155,10.8322,1
7583,13.5625,32.3432,34.813,19.2813,631.2633,22.9914,17.3285,0
7584,37.269,21.0754,22.5346,19.121,958.7967,41.4879,11.685,1
7585,35.5308,15.0708,32.0246,17.3738,905.5972,38.1778,8.5778,1
7586,20.5343,34.719,26.9321,17.8146,743.2415,29.6546,18.4284,1
7587,27.5752,34.3799,24.8244,13.2205,837.4068,35.2635,17.9832,1
7588,20.4024,31.5659,32.847,15.1847,722.2722,28.3795,16.694,1
7589,12.1557,37.1478,27.338,23.3585,638.5064,23.4973,19.9754,0
7590,38.5195,26.4777,22.3174,12.6854,977.7807,43.063,14.0,1
7591,31.188,33.1587,16.2709,19.3824,907.6166,39.0724,17.7423,1
7592,25.3398,33.4776,18.7112,22.4715,827.3523,34.3212,18.0871,1
7593,35.1308,31.2392,18.6899,14.9402,948.6845,41.5191,16.516,1
7594,32.3984,15.9411,30.0855,21.575,872.6947,36.1644,9.265,1
7595,34.3594,18.3834,27.4462,19.8109,906.3461,38.2929,10.3804,1
7596,34.5333,28.5138,15.3338,21.6191,949.9216,41.2351,15.554,1
7597,26.8904,34.729,32.8839,5.4967,804.8424,33.6531,17.6943,1
7598,24.6522,31.7681,31.8477,11.732,778.4937,31.7715,16.5879,1
7599,17.8703,31.7224,29.4821,20.9251,700.794,26.9434,17.1167,1
7600,27.3466,34.4319,22.6133,15.6082,841.2092,35.4051,18.1524,1
7601,22.4431,19.7506,32.9465,24.8598,741.5747,28.6168,11.3669,1
7602,20.673,36.9253,25.9414,16.4603,749.0514,30.1415,19.4503,1
7603,29.8777,23.1187,29.1946,17.8091,847.4466,35.1629,12.6279,1
7604,20.1424,37.3017,23.4368,19.119,750.121,30.1303,19.798,1
7605,30.5964,31.4353,26.7448,11.2235,867.9389,36.9669,16.391,1
7606,30.4737,36.8419,25.01,7.6744,874.312,37.7112,18.8814,1
7607,29.4917,25.5024,21.4207,23.5852,867.1355,36.2201,14.1663,1
7608,24.849,37.2464,29.0797,8.8248,791.997,32.9112,19.1527,1
7609,37.0074,26.0833,21.1464,15.7628,962.1951,42.0343,13.9874,1
7610,38.6942,23.6461,17.3291,20.3306,993.5138,43.5826,13.0429,1
7611,35.588,22.1688,25.9305,16.3127,928.143,39.8552,12.0632,1
7612,20.8281,22.539,34.1634,22.4694,719.131,27.5258,12.6177,1
7613,25.9191,37.9623,30.9808,5.1379,800.0272,33.537,19.2894,1
7614,25.8347,28.7718,28.5173,16.8761,801.7682,32.8069,15.3985,1
7615,31.4269,15.512,30.2133,22.8478,859.9521,35.3609,9.1269,1
7616,28.8096,26.0116,28.7971,16.3817,836.7348,34.725,13.9887,1
7617,28.2385,28.4053,30.8563,12.4999,824.6145,34.2659,14.9526,1
7618,38.1338,21.939,34.2178,5.7094,934.9885,40.6045,11.3121,1
7619,33.9669,34.5556,23.9257,7.5519,920.0865,40.2663,17.7309,1
7620,38.168,20.8375,25.7551,15.2393,960.254,41.6941,11.3331,1
7621,26.0827,29.5653,33.3324,11.0197,790.8193,32.4085,15.4438,1
7622,25.9642,35.104,17.9862,20.9456,838.1459,35.0762,18.8087,1
7623,36.0471,27.6991,26.7707,9.4831,934.1262,40.6948,14.4185,1
7624,36.9384,25.5949,18.6525,18.8143,968.5695,42.2772,13.9263,1
7625,26.8872,28.2352,34.2877,10.5899,797.344,32.7398,14.753,1
7626,23.0769,38.4898,16.2835,22.1498,808.8554,33.4926,20.5739,0
7627,32.639,34.201,16.8771,16.2829,924.4565,40.2049,18.0775,1
7628,34.5294,38.282,17.4392,9.7495,948.4408,42.0119,19.726,1
7629,13.9973,28.9101,33.3752,23.7175,639.2957,23.1455,15.8781,0
7630,39.2851,29.618,22.3063,8.7906,988.9535,43.9918,15.3364,1
7631,32.1043,31.4667,31.0038,5.4252,874.025,37.52,16.0589,1
7632,31.6174,16.0729,27.4137,24.8961,871.0127,35.9593,9.5302,1
7633,20.0615,29.045,26.5821,24.3115,735.5447,28.7202,15.9812,1
7634,37.364,27.1835,29.6981,5.7544,941.5477,41.2291,13.937,1
7635,36.8292,27.918,29.6544,5.5985,935.3604,40.9095,14.2949,1
7636,31.0765,34.4085,17.6454,16.8696,902.7249,38.9328,18.2164,1
7637,36.1639,18.9894,27.3495,17.4972,929.495,39.7445,10.5445,1
7638,27.3674,28.2834,31.6679,12.6814,811.2305,33.4769,14.9026,1
7639,24.3745,37.3459,28.9234,9.3562,786.5845,32.5834,19.2343,1
7640,36.296,25.0881,29.9019,8.714,926.5381,40.1584,13.0669,1
7641,14.7663,39.9613,24.5595,20.7129,680.8804,26.1798,21.2234,0
7642,18.4537,37.5097,34.56,9.4766,695.7465,27.3125,19.3235,1
7643,31.7277,19.7023,25.2452,23.3248,880.7117,36.746,11.2507,1
7644,24.8961,32.9513,19.2126,22.94,820.0392,33.8559,17.8521,1
7645,29.7797,25.8514,19.964,24.4049,875.2798,36.6813,14.39,1
7646,36.4707,22.3607,31.9535,9.2152,921.203,39.7039,11.7333,1
7647,22.9485,38.6102,32.5362,5.905,758.5534,31.133,19.6594,1
7648,29.8699,28.8039,30.1182,11.208,847.4207,35.653,15.0744,1
7649,36.9006,22.9481,22.6702,17.481,954.7209,41.3949,12.5229,1
7650,26.8347,28.4963,27.5108,17.1582,817.1497,33.6775,15.2776,1
7651,39.3277,21.5509,21.9563,17.1651,986.5022,43.1857,11.8054,1
7652,26.7317,39.0103,29.004,5.2541,816.6389,34.5466,19.8204,1
7653,21.6998,35.2795,21.4095,21.6112,774.6592,31.3753,18.9364,1
7654,21.2915,37.0405,19.4726,22.1954,776.2463,31.5298,19.852,1
7655,28.3879,32.9211,29.6756,9.0154,832.2822,35.0415,17.0015,1
7656,36.4146,18.32,23.4141,21.8513,944.0999,40.4123,10.4711,1
7657,35.1215,35.3213,17.1315,12.4258,955.2847,42.1793,18.4062,1
7658,38.1262,25.0127,16.7501,20.1111,988.8334,43.3823,13.713,1
7659,36.3506,31.4602,17.5842,14.6051,967.3596,42.6253,16.6064,1
7660,29.6343,24.2645,26.8027,19.2986,852.1527,35.4388,13.2901,1
7661,24.432,21.6615,31.5252,22.3814,771.6548,30.5375,12.1736,1
7662,32.2522,25.5585,20.7629,21.4264,903.6428,38.4163,14.0648,1
7663,22.7005,26.1228,26.6749,24.5017,766.7931,30.3914,14.5315,1
7664,26.009,27.1352,32.3398,14.5159,791.6611,32.2242,14.4386,1
7665,36.846,30.1473,27.1661,5.8407,944.1506,41.5159,15.4241,1
7666,36.5052,18.6185,27.4896,17.3867,933.155,39.9434,10.3524,1
7667,21.4608,37.55,19.7015,21.2877,777.9308,31.6825,20.0522,0
7668,36.7574,16.2476,28.0132,18.9819,933.5514,39.801,9.2627,1
7669,29.3038,25.5402,34.2207,10.9353,826.4054,34.2894,13.4262,1
7670,35.0948,35.2868,17.9023,11.7161,952.6218,42.0473,18.3464,1
7671,26.477,30.652,33.2963,9.5748,796.3991,32.8327,15.9005,1
7672,33.0849,15.0012,32.578,19.3359,873.328,36.2337,8.6608,1
7673,23.7362,34.3945,27.0548,14.8145,782.7354,32.0352,18.0861,1
7674,35.3759,29.873,24.4266,10.3245,933.8558,40.752,15.5559,1
7675,36.3627,37.7438,17.2764,8.617,971.5768,43.3688,19.3889,1
7676,28.4863,30.865,28.9325,11.7162,834.7131,34.9941,16.1355,1
7677,28.6784,25.129,28.3447,17.8478,836.0109,34.5916,13.6354,1
7678,22.558,39.6939,27.4901,10.2579,769.352,31.6618,20.4624,0
7679,35.6024,21.677,23.048,19.6725,936.7243,40.2156,12.0189,1
7680,19.2108,39.5322,34.0786,7.1785,707.6648,28.1777,20.1968,0
7681,16.8515,28.5306,32.7687,21.8492,676.6034,25.3579,15.5762,1
7682,33.4244,24.7698,26.5852,15.2207,900.434,38.4053,13.2981,1
7683,37.3477,16.3774,26.1217,20.1531,946.6702,40.5288,9.3979,1
7684,22.7318,35.9341,25.7771,15.5571,774.7826,31.6201,18.9005,1
7685,37.5373,26.9755,30.4152,5.072,941.459,41.2376,13.7921,1
7686,25.6738,34.7735,19.1337,20.4191,830.9075,34.6584,18.6119,1
7687,29.3642,17.734,28.2883,24.6136,841.0544,34.3072,10.3438,1
7688,13.4309,33.923,29.9692,22.6769,644.9395,23.7433,18.3221,0
7689,33.4712,26.9043,26.7715,12.8531,901.528,38.6496,14.2233,1
7690,25.3483,28.0098,28.7188,17.9231,794.7028,32.3252,15.0803,1
7691,23.6068,32.7354,28.991,14.6667,774.48,31.4833,17.2477,1
7692,23.577,32.7588,25.7923,17.8718,783.7149,31.9111,17.4517,1
7693,20.0702,38.029,27.7524,14.1484,736.6353,29.5512,19.8634,1
7694,36.7309,23.4425,21.4913,18.3353,956.3832,41.4854,12.8214,1
7695,17.9069,38.727,21.8577,21.5084,727.6268,28.8091,20.654,0
7696,22.8316,33.7749,21.928,21.4655,786.4981,31.9973,18.1754,1
7697,22.4733,22.0067,33.968,21.5521,740.015,28.7449,12.2965,1
7698,38.5295,20.3139,31.5904,9.5661,947.005,41.0943,10.7309,1
7699,29.913,28.7713,33.2816,8.0341,838.4538,35.2393,14.8677,1
7700,39.0236,31.9854,16.804,12.1869,1003.3752,44.8237,16.7239,1
7701,39.1026,32.2072,16.7007,11.9895,1004.7846,44.9227,16.823,1
7702,28.26,38.014,27.0134,6.7127,841.2162,35.8772,19.4097,1
7703,33.6661,39.2005,17.7403,9.3931,937.206,41.4147,20.1638,0
7704,33.0067,17.7907,28.2822,20.9205,886.6321,37.0825,10.1506,1
7705,32.1958,22.726,20.5603,24.5179,902.1293,38.0902,12.8341,1
7706,17.919,34.8875,22.3406,24.853,724.409,28.3284,18.9349,1
7707,34.6547,26.8462,23.5143,14.9847,926.0643,39.9987,14.3222,1
7708,23.3361,35.9437,31.6145,9.1057,764.8302,31.2632,18.5182,1
7709,22.512,35.6586,21.7513,20.0781,783.976,31.9864,19.034,1
7710,26.738,34.4802,20.6221,18.1597,839.5986,35.2266,18.3297,1
7711,17.4298,36.7541,34.2361,11.58,683.5417,26.4966,19.0718,1
7712,15.3175,34.956,26.3416,23.3849,679.9221,25.7986,18.8811,1
7713,24.1347,30.0786,27.7288,18.0579,783.5361,31.769,16.1228,1
7714,12.9702,33.8464,33.4727,19.7107,628.6331,22.8943,18.1058,0
7715,27.3948,33.9926,19.2425,19.3701,851.7035,35.8653,18.1585,1
7716,39.4104,29.1884,18.5369,12.8643,1001.6134,44.5675,15.3661,1
7717,30.5135,39.4633,15.9291,14.0941,903.3636,39.3012,20.5773,0
7718,37.5408,23.1583,30.8185,8.4824,938.3835,40.7638,12.0881,1
7719,34.9557,25.5403,29.3768,10.1273,911.5856,39.263,13.3778,1
7720,38.0483,17.2277,28.388,16.3361,949.0533,40.8374,9.594,1
7721,33.4849,26.459,33.6556,6.4005,880.8244,37.6473,13.6135,1
7722,32.742,29.3895,29.9862,7.8822,884.0114,37.9187,15.1677,1
7723,15.5845,36.9952,24.7938,22.6266,688.9219,26.4425,19.8552,1
7724,23.9472,35.4807,23.0513,17.5208,797.9271,32.8756,18.7916,1
7725,29.1803,30.2438,25.1483,15.4276,854.4307,35.9831,16.0475,1
7726,25.2158,30.8036,26.8634,17.1173,800.0089,32.7915,16.4288,1
7727,26.5607,34.13,19.9788,19.3304,839.1378,35.1434,18.2248,1
7728,20.0749,31.0783,30.7954,18.0514,724.0893,28.3642,16.6222,1
7729,27.1571,34.2313,15.3527,23.2588,860.5216,36.2555,18.5112,1
7730,28.5983,31.0044,27.2218,13.1755,841.316,35.3342,16.2927,1
7731,10.6707,38.4398,34.6995,16.19,598.5046,21.4801,20.1913,0
7732,28.1971,34.5294,31.0062,6.2672,826.7104,34.8872,17.6408,1
7733,25.1033,39.1805,18.6755,17.0406,827.3553,34.7738,20.6127,0
7734,36.5607,22.3647,26.3941,14.6805,939.0092,40.5511,12.0632,1
7735,37.635,18.6462,28.6008,15.1181,943.958,40.6496,10.2302,1
7736,21.8599,28.8474,27.8307,21.4621,754.1804,29.8904,15.7114,1
7737,24.4583,35.9324,21.4243,18.185,809.4221,33.5415,19.0573,1
7738,25.5231,39.0287,19.1294,16.3188,831.1648,35.0126,20.4935,0
7739,35.243,29.4099,16.2488,19.0983,956.4965,41.745,15.8508,1
7740,37.7707,26.1955,21.1683,14.8654,971.727,42.6237,13.9897,1
7741,18.9717,39.2176,34.5118,7.299,703.2191,27.9007,20.0467,0
7742,16.0527,31.2409,31.0446,21.6618,673.1454,25.2903,16.9201,1
7743,31.4693,27.4795,22.1063,18.9449,890.7868,37.8445,14.8765,1
7744,26.777,27.8717,21.5745,23.7769,833.9244,34.3959,15.3625,1
7745,26.739,34.2859,28.8626,10.1125,814.7929,34.0523,17.7497,1
7746,33.1895,15.3449,27.4607,24.0049,890.1589,37.0674,9.1127,1
7747,23.9746,39.2049,30.3694,6.4512,778.1763,32.2815,19.9895,1
7748,29.697,39.1696,16.3955,14.7379,891.6105,38.583,20.4691,0
7749,13.9985,36.795,32.1646,17.0418,646.885,24.1833,19.42,0
7750,29.3014,31.9234,20.366,18.4092,871.1305,36.9294,17.0663,1
7751,31.7675,31.7833,21.8459,14.6033,897.4482,38.5811,16.7678,1
7752,19.9993,34.4447,27.12,18.436,735.8541,29.1916,18.3285,1
7753,20.0978,39.7816,33.8852,6.2355,719.4578,28.9064,20.2649,0
7754,36.9112,23.4513,27.7416,11.8959,939.8913,40.7484,12.4394,1
7755,28.1402,33.8959,17.4609,20.503,866.318,36.6706,18.1781,1
7756,27.0706,27.1338,27.4513,18.3443,819.5958,33.7152,14.6675,1
7757,34.5437,24.522,32.4505,8.4838,896.7053,38.4075,12.77,1
7758,21.6606,31.5125,21.9215,24.9054,770.749,30.8594,17.2506,1
7759,18.4165,34.0183,23.5541,24.0111,726.5534,28.441,18.4498,1
7760,38.1509,22.9931,31.2572,7.5987,944.6111,41.1479,11.9525,1
7761,24.7082,35.0875,31.0632,9.1411,783.2073,32.289,18.0922,1
7762,25.6979,30.3732,22.7484,21.1805,818.1648,33.6867,16.4574,1
7763,29.1242,30.0854,31.2055,9.5848,835.4792,35.075,15.6178,1
7764,33.0496,30.3605,27.5795,9.0104,895.5622,38.5962,15.7209,1
7765,29.9441,28.8815,27.0241,14.1503,857.6698,36.1511,15.2898,1
7766,20.7589,39.8861,20.2439,19.1111,768.6979,31.3301,21.0897,0
7767,19.6296,33.3451,25.9267,21.0986,734.2619,28.9567,17.9385,1
7768,29.9135,38.706,18.9795,12.4009,886.3336,38.3348,20.0971,0
7769,15.5084,35.0601,25.0063,24.4252,686.3657,26.1421,18.9956,1
7770,21.2466,32.9658,23.9698,21.8179,760.1556,30.4179,17.792,1
7771,19.9188,29.682,32.5408,17.8584,716.2029,27.8476,15.9125,1
7772,29.7294,29.5228,21.8584,18.8894,870.8039,36.7817,15.8947,1
7773,37.069,33.7076,16.7542,12.4692,979.9533,43.5347,17.602,1
7774,25.3984,38.5663,28.4672,7.5682,801.3614,33.5597,19.7372,1
7775,18.8847,32.6569,30.2714,18.187,711.5734,27.7067,17.4197,1
7776,38.5811,19.9792,20.8041,20.6356,979.8411,42.6068,11.2277,1
7777,36.6289,23.8462,25.9767,13.5482,941.8542,40.8243,12.736,1
7778,39.2269,16.4196,21.5911,22.7623,983.7733,42.5959,9.5756,1
7779,31.8205,29.7176,23.6144,14.8476,891.7716,38.1465,15.7496,1
7780,26.6166,31.2083,23.195,18.9801,828.726,34.4142,16.743,1
7781,37.2139,27.936,28.7717,6.0784,942.8271,41.3275,14.3327,1
7782,25.5744,22.6727,32.1151,19.6378,784.6713,31.4344,12.5146,1
7783,34.0146,18.2019,24.7299,23.0536,910.0932,38.3911,10.4842,1
7784,38.2643,16.4829,28.5505,16.7022,950.8939,40.8969,9.2436,1
7785,37.2487,32.5412,20.5585,9.6515,970.2044,43.0104,16.8497,1
7786,25.5683,31.7907,32.4821,10.159,788.0525,32.3814,16.5049,1
7787,18.2008,31.628,29.3922,20.779,705.1471,27.1968,17.0607,1
7788,22.2696,36.575,23.547,17.6084,776.0167,31.6516,19.344,1
7789,18.1313,26.4853,32.9221,22.4613,691.1171,26.084,14.5903,1
7790,21.8236,25.1237,29.843,23.2097,745.8281,29.1715,13.9544,1
7791,34.9633,32.7773,24.5248,7.7347,929.8555,40.7441,16.8527,1
7792,29.9149,19.2837,30.1027,20.6988,843.2697,34.6421,10.8838,1
7793,31.3611,22.9461,26.5695,19.1232,873.7784,36.6388,12.6205,1
7794,32.0293,23.1793,29.8595,14.9319,872.3769,36.7116,12.4856,1
7795,19.9128,29.4302,32.8026,17.8545,715.2169,27.7787,15.7863,1
7796,35.0913,18.5997,30.9023,15.4067,905.2346,38.3891,10.2242,1
7797,29.3372,24.9879,21.2968,24.3781,865.3186,36.0634,13.9566,1
7798,27.9295,39.1229,19.7155,13.2321,859.5336,36.7698,20.3554,0
7799,29.327,34.8708,24.1003,11.7019,861.7226,36.7503,18.1375,1
7800,17.552,38.9869,29.0424,14.4187,701.7662,27.5621,20.3586,0
7801,14.5285,29.1568,34.6919,21.6228,642.1085,23.392,15.8758,0
7802,36.4928,24.9024,16.3576,22.2471,969.5383,42.1837,13.786,1
7803,31.433,30.9638,23.9785,13.6247,886.459,37.9381,16.2994,1
7804,17.6025,32.3601,26.0329,24.0045,708.1129,27.2929,17.6203,1
7805,35.9419,31.5513,15.2138,17.2929,969.4085,42.6566,16.8132,1
7806,23.0521,37.4117,20.8974,18.6388,794.1648,32.7092,19.8242,1
7807,28.1217,30.7948,24.6521,16.4314,842.9624,35.3086,16.3833,1
7808,39.4956,24.465,21.0392,15.0002,992.8095,43.7623,13.1325,1
7809,16.2355,36.8969,26.7383,20.1293,691.177,26.6543,19.6562,1
7810,27.1825,29.7121,30.0567,13.0487,814.4667,33.7191,15.639,1
7811,24.1749,29.6278,30.5665,15.6308,775.3005,31.3527,15.7518,1
7812,32.014,18.6824,33.6345,15.6691,858.6126,35.6769,10.2813,1
7813,27.0786,26.9842,26.4488,19.4884,822.6288,33.8452,14.6614,1
7814,23.6307,23.9467,33.1333,19.2893,757.9578,29.9548,13.1307,1
7815,14.9833,39.4689,26.7918,18.756,676.651,25.9781,20.8598,0
7816,26.4264,39.7044,28.3012,5.568,815.2782,34.4894,20.1863,0
7817,27.4502,37.764,15.6228,19.163,865.1407,36.829,20.0318,0
7818,20.161,26.5568,31.8541,21.4281,719.7284,27.784,14.5641,1
7819,30.7358,34.4528,26.3426,8.4688,872.3962,37.4611,17.7345,1
7820,17.6827,38.6101,34.7657,8.9414,686.0417,26.8188,19.8416,1
7821,33.9198,23.1975,32.5289,10.3538,888.0094,37.7767,12.22,1
7822,19.7228,37.0833,22.0767,21.1171,748.8469,29.9778,19.8087,1
7823,38.8159,27.3397,19.942,13.9025,989.0428,43.7156,14.504,1
7824,20.3338,36.9855,23.841,18.8397,751.1418,30.1843,19.6231,1
7825,17.6751,31.8195,26.9199,23.5856,706.0889,27.1644,17.3249,1
7826,31.4152,38.1034,17.5504,12.931,909.0899,39.6098,19.8275,1
7827,21.6598,27.3496,29.2369,21.7537,746.712,29.3768,14.98,1
7828,23.2843,23.4283,32.3009,20.9866,755.8653,29.7511,12.9733,1
7829,39.7833,17.32,18.5108,24.386,1000.4184,43.549,10.1232,1
7830,38.8243,25.6427,20.3923,15.1407,986.948,43.4722,13.7298,1
7831,20.3918,27.6935,31.9822,19.9326,722.7975,28.0665,15.0427,1
7832,21.8212,39.9075,26.7394,11.5318,762.5008,31.2304,20.6457,0
7833,33.2821,23.4516,28.5279,14.7384,892.1687,37.8802,12.6101,1
7834,31.0342,28.7907,18.6109,21.5641,896.4907,38.1475,15.6892,1
7835,34.1696,19.1113,24.4912,22.228,913.2015,38.6423,10.8893,1
7836,27.6947,35.1567,24.5926,12.556,839.9842,35.4722,18.3317,1
7837,12.8144,30.9705,32.5791,23.6361,627.9275,22.5846,16.9034,0
7838,32.0403,39.2899,21.2033,7.4665,906.5383,39.704,20.093,0
7839,27.2271,32.7028,16.0556,24.0145,858.5231,36.0421,17.7923,1
7840,25.9837,35.3332,15.2678,23.4153,846.6592,35.4968,19.0715,1
7841,21.595,32.153,34.8788,11.3733,731.3777,29.066,16.7589,1
7842,34.6318,38.9108,16.5208,9.9366,952.791,42.2875,20.0516,0
7843,32.5024,21.2266,34.3696,11.9014,863.7843,36.225,11.3274,1
7844,33.6328,39.5312,15.0691,11.7669,944.9682,41.7997,20.4716,0
7845,25.6157,32.3805,25.1871,16.8167,810.8248,33.5036,17.1992,1
7846,35.8282,26.2476,28.2457,9.6785,926.239,40.1623,13.7045,1
7847,34.3906,30.7699,22.3095,12.5299,928.3388,40.3982,16.1368,1
7848,28.2346,38.2671,17.8002,15.6981,868.6649,37.1756,20.0755,0
7849,30.5641,27.7268,23.3065,18.4027,875.9946,37.0157,14.9675,1
7850,34.2482,19.8772,34.7206,11.1539,883.8796,37.3543,10.6079,1
7851,21.6935,34.4556,34.989,8.862,733.4301,29.3787,17.7595,1
7852,32.1926,27.4131,33.2846,7.1097,866.2608,36.822,14.1331,1
7853,22.5554,35.6493,33.5526,8.2427,749.1098,30.3662,18.3192,1
7854,34.9692,29.8742,25.9608,9.1959,924.1695,40.2282,15.4889,1
7855,33.8073,19.008,29.8573,17.3275,892.5232,37.6044,10.5436,1
7856,19.2191,38.2439,32.0121,10.5249,713.3244,28.3316,19.7534,1
7857,26.4048,18.4399,31.3894,23.7659,795.1116,31.7015,10.6459,1
7858,32.5912,35.8306,23.1436,8.4345,905.8749,39.4706,18.4214,1
7859,33.7195,37.804,23.0159,5.4606,921.3485,40.5631,19.2296,1
7860,27.0633,26.8127,21.9131,24.2109,835.9584,34.4497,14.859,1
7861,21.3002,36.7867,33.9672,7.9459,732.7447,29.4793,18.8701,1
7862,32.5698,34.5086,24.2018,8.7198,901.771,39.1607,17.7775,1
7863,14.9401,37.1641,31.1111,16.7847,662.0002,25.087,19.5891,1
7864,34.1869,21.491,28.7003,15.6218,901.981,38.328,11.6828,1
7865,33.9895,29.7614,22.728,13.5211,921.5656,39.9239,15.692,1
7866,26.2765,32.4277,26.077,15.2187,816.4395,33.8864,17.127,1
7867,28.3006,34.1148,20.4833,17.1013,859.3649,36.3934,18.0835,1
7868,32.0529,21.6927,26.3982,19.8562,882.3131,37.0507,12.0377,1
7869,16.8961,34.5823,28.0856,20.436,694.2358,26.7131,18.5173,1
7870,16.8395,24.6945,33.5143,24.9517,672.2982,24.8224,13.8443,0
7871,34.5891,17.2636,32.9082,15.2391,892.271,37.5796,9.5461,1
7872,30.173,31.2245,27.7937,10.8087,859.3939,36.4751,16.2608,1
7873,24.133,39.9676,23.4365,12.4629,801.3366,33.4564,20.7316,0
7874,23.7784,26.4097,31.4269,18.385,766.154,30.5769,14.308,1
7875,39.8867,24.8878,23.3472,11.8784,990.9858,43.7829,13.1566,1
7876,22.0031,39.3743,33.0481,5.5745,745.5812,30.4268,20.0216,0
7877,37.6202,18.5107,21.0176,22.8514,966.4553,41.6851,10.6265,1
7878,27.2814,19.1374,32.1508,21.4304,804.1342,32.3379,10.8545,1
7879,34.2239,34.9863,17.4988,13.291,942.7949,41.4088,18.2906,1
7880,18.379,39.4462,30.3706,11.8042,708.349,28.0552,20.4313,0
7881,25.9386,20.4007,34.403,19.2577,781.2239,31.141,11.3558,1
7882,39.9575,22.7573,22.5313,14.7538,993.2538,43.7166,12.2639,1
7883,17.1206,34.8875,32.5536,15.4382,683.7905,26.2918,18.37,1
7884,17.0269,37.5364,22.3213,23.1155,714.6404,27.9445,20.1551,0
7885,28.2945,33.1712,32.0964,6.4379,823.9774,34.6591,16.9719,1
7886,19.8804,31.7084,34.9159,13.4953,709.6117,27.7088,16.6639,1
7887,29.7784,30.5991,31.5344,8.0881,842.9263,35.5827,15.7848,1
7888,37.5161,26.7962,21.0854,14.6023,969.0932,42.5079,14.2742,1
7889,27.9829,35.8971,20.4976,15.6224,856.2416,36.346,18.8859,1
7890,24.4929,23.5749,30.8667,21.0655,775.3485,30.8865,13.0514,1
7891,38.9395,19.4721,23.9012,17.6872,974.7757,42.3898,10.7973,1
7892,23.5827,23.8608,28.6698,23.8867,770.7048,30.5338,13.3636,1
7893,35.1707,29.2408,30.3257,5.2628,913.2773,39.7006,14.9362,1
7894,13.7901,29.2004,33.6716,23.3379,635.9616,22.9785,16.0005,0
7895,37.0742,26.4531,30.7214,5.7512,934.4903,40.7853,13.5716,1
7896,33.9971,36.485,21.0794,8.4385,929.9684,40.9001,18.7488,1
7897,29.8088,36.7965,17.1302,16.2645,889.6179,38.3041,19.3741,1
7898,21.6826,34.5227,31.0936,12.7011,745.0127,29.9231,18.0234,1
7899,29.3482,20.8057,26.3551,23.491,848.1897,34.9035,11.8123,1
7900,17.3769,26.7564,34.6227,21.244,676.7218,25.3025,14.6528,1
7901,17.3433,26.1205,32.2046,24.3316,683.2375,25.5455,14.5202,1
7902,36.768,20.9495,30.8122,11.4702,927.6385,39.9344,11.163,1
7903,35.0852,35.11,23.0344,6.7704,937.0168,41.302,17.9612,1
7904,17.6601,39.7435,34.9633,7.6331,685.7338,26.8986,20.3297,0
7905,20.8567,35.9199,19.2822,23.9411,770.8226,31.1028,19.3964,1
7906,25.1666,20.1209,29.994,24.7186,784.6611,31.1408,11.5435,1
7907,16.0555,30.3818,31.643,21.9197,670.9556,25.1142,16.5061,1
7908,31.0754,23.0706,27.8194,18.0346,866.52,36.2604,12.6174,1
7909,28.8823,28.1231,22.8231,20.1715,856.6206,35.8488,15.2718,1
7910,24.3851,36.4134,29.7392,9.4623,783.8027,32.3747,18.7744,1
7911,33.7137,23.9482,34.8221,7.516,878.9295,37.3816,12.4251,1
7912,30.5962,29.7792,32.6592,6.9654,849.3648,35.9566,15.3075,1
7913,16.2561,33.9374,29.4353,20.3712,681.8635,25.9668,18.191,1
7914,19.3888,33.84,27.0172,19.7541,728.228,28.6755,18.1052,1
7915,18.7642,34.2099,26.3392,20.6867,722.6394,28.3364,18.3461,1
7916,24.7938,35.3471,20.8035,19.0555,815.185,33.819,18.8169,1
7917,34.0066,34.5005,22.8629,8.6301,923.7437,40.4392,17.768,1
7918,39.1007,17.7629,26.0696,17.0669,969.4315,42.0207,9.9054,1
7919,11.5246,36.5791,31.2608,20.6355,618.5647,22.4059,19.5277,0
7920,33.2061,30.4678,30.0653,6.2608,890.1139,38.3789,15.6096,1
7921,32.7145,33.1959,28.9483,5.1414,888.684,38.4618,16.9064,1
7922,29.6756,31.2261,23.8217,15.2766,865.0925,36.6533,16.5296,1
7923,31.0438,23.7213,23.3022,21.9327,880.0023,36.9404,13.1766,1
7924,22.8779,28.8159,26.5516,21.7546,770.7269,30.8397,15.7132,1
7925,31.592,32.006,18.3224,18.0796,905.9362,38.9655,17.0878,1
7926,39.7931,21.8195,22.7314,15.656,990.1289,43.4605,11.8491,1
7927,27.15,38.0777,23.328,11.4443,838.43,35.5566,19.7255,1
7928,34.363,16.9468,30.0164,18.6737,897.9621,37.7778,9.5938,1
7929,14.0253,37.9142,23.594,24.4665,673.4914,25.5266,20.4251,0
7930,24.2784,17.9287,34.5848,23.2082,758.6899,29.5819,10.3568,1
